city,city_bis,city_nospace,city_nospace_bis,city_formatted
champagneux,champagneux,champagneux,champagneux,Champagneux
barberaz,barberaz,barberaz,barberaz,Barberaz
chindrieux,chindrieux,chindrieux,chindrieux,Chindrieux
la motte servolex,la motte servolex,lamotteservolex,lamotteservolex,La-Motte-Servolex
aigueblanche,aigueblanche,aigueblanche,aigueblanche,Aigueblanche
saint oyen,st oyen,saintoyen,stoyen,Saint-Oyen
dullin,dullin,dullin,dullin,Dullin
montagnole,montagnole,montagnole,montagnole,Montagnole
montcel,montcel,montcel,montcel,Montcel
arvillard,arvillard,arvillard,arvillard,Arvillard
plancherine,plancherine,plancherine,plancherine,Plancherine
saint franc,st franc,saintfranc,stfranc,Saint-Franc
saint cassin,st cassin,saintcassin,stcassin,Saint-Cassin
saint remy de maurienne,st remy de maurienne,saintremydemaurienne,stremydemaurienne,Saint-Remy-De-Maurienne
gerbaix,gerbaix,gerbaix,gerbaix,Gerbaix
bozel,bozel,bozel,bozel,Bozel
notre dame de bellecombe,notre dame de bellecombe,notredamedebellecombe,notredamedebellecombe,Notre-Dame-De-Bellecombe
saint girod,st girod,saintgirod,stgirod,Saint-Girod
saint germain la chambotte,st germain la chambotte,saintgermainlachambotte,stgermainlachambotte,Saint-Germain-La-Chambotte
la balme,la balme,labalme,labalme,La-Balme
villaroger,villaroger,villaroger,villaroger,Villaroger
chignin,chignin,chignin,chignin,Chignin
beaufort,beaufort,beaufort,beaufort,Beaufort
argentine,argentine,argentine,argentine,Argentine
saint christophe,st christophe,saintchristophe,stchristophe,Saint-Christophe
epersy,epersy,epersy,epersy,Epersy
marcieux,marcieux,marcieux,marcieux,Marcieux
saint etienne de cuines,st etienne de cuines,saintetiennedecuines,stetiennedecuines,Saint-Etienne-De-Cuines
planaise,planaise,planaise,planaise,Planaise
jarsy,jarsy,jarsy,jarsy,Jarsy
saint julien mont denis,st julien mont denis,saintjulienmontdenis,stjulienmontdenis,Saint-Julien-Mont-Denis
bramans,bramans,bramans,bramans,Bramans
le bourget du lac,le bourget du lac,lebourgetdulac,lebourgetdulac,Le-Bourget-Du-Lac
ecole,ecole,ecole,ecole,Ecole
saint pancrace,st pancrace,saintpancrace,stpancrace,Saint-Pancrace
villard leger,villard leger,villardleger,villardleger,Villard-Leger
feissons sur isere,feissons sur isere,feissonssurisere,feissonssurisere,Feissons-Sur-Isere
bourget en huile,bourget en huile,bourgetenhuile,bourgetenhuile,Bourget-En-Huile
villargondran,villargondran,villargondran,villargondran,Villargondran
coise saint jean pied gauthier,coise saint jean pied gauthier,coisesaintjeanpiedgauthier,coisesaintjeanpiedgauthier,Coise-Saint-Jean-Pied-Gauthier
les chapelles,les chapelles,leschapelles,leschapelles,Les-Chapelles
ugine,ugine,ugine,ugine,Ugine
bourg saint maurice,bourg saint maurice,bourgsaintmaurice,bourgsaintmaurice,Bourg-Saint-Maurice
saint offenge dessus,st offenge dessus,saintoffengedessus,stoffengedessus,Saint-Offenge-Dessus
saint martin sur la chambre,st martin sur la chambre,saintmartinsurlachambre,stmartinsurlachambre,Saint-Martin-Sur-La-Chambre
notre dame des millieres,notre dame des millieres,notredamedesmillieres,notredamedesmillieres,Notre-Dame-Des-Millieres
saint jean de chevelu,st jean de chevelu,saintjeandechevelu,stjeandechevelu,Saint-Jean-De-Chevelu
aiton,aiton,aiton,aiton,Aiton
viviers du lac,viviers du lac,viviersdulac,viviersdulac,Viviers-Du-Lac
saint martin d arc,st martin d arc,saintmartindarc,stmartindarc,Saint-Martin-D-Arc
la bauche,la bauche,labauche,labauche,La-Bauche
moutiers,moutiers,moutiers,moutiers,Moutiers
villarembert,villarembert,villarembert,villarembert,Villarembert
saint alban des villards,st alban des villards,saintalbandesvillards,stalbandesvillards,Saint-Alban-Des-Villards
saint martin de la porte,st martin de la porte,saintmartindelaporte,stmartindelaporte,Saint-Martin-De-La-Porte
saint michel de maurienne,st michel de maurienne,saintmicheldemaurienne,stmicheldemaurienne,Saint-Michel-De-Maurienne
vions,vions,vions,vions,Vions
val d isere,val d isere,valdisere,valdisere,Val-D-Isere
marthod,marthod,marthod,marthod,Marthod
les echelles,les echelles,lesechelles,lesechelles,Les-Echelles
saint maurice de rotherens,st maurice de rotherens,saintmauricederotherens,stmauricederotherens,Saint-Maurice-De-Rotherens
sainte helene sur isere,ste helene sur isere,saintehelenesurisere,stehelenesurisere,Sainte-Helene-Sur-Isere
cohennoz,cohennoz,cohennoz,cohennoz,Cohennoz
villard sallet,villard sallet,villardsallet,villardsallet,Villard-Sallet
cognin,cognin,cognin,cognin,Cognin
rotherens,rotherens,rotherens,rotherens,Rotherens
etable,etable,etable,etable,Etable
la perriere,la perriere,laperriere,laperriere,La-Perriere
champ laurent,champ laurent,champlaurent,champlaurent,Champ-Laurent
granier,granier,granier,granier,Granier
bonneval sur arc,bonneval sur arc,bonnevalsurarc,bonnevalsurarc,Bonneval-Sur-Arc
notre dame du pre,notre dame du pre,notredamedupre,notredamedupre,Notre-Dame-Du-Pre
saint jeoire prieure,st jeoire prieure,saintjeoireprieure,stjeoireprieure,Saint-Jeoire-Prieure
montgirod,montgirod,montgirod,montgirod,Montgirod
sollieres sardieres,sollieres sardieres,sollieressardieres,sollieressardieres,Sollieres-Sardieres
pontamafrey montpascal,pontamafrey montpascal,pontamafreymontpascal,pontamafreymontpascal,Pontamafrey-Montpascal
les marches,les marches,lesmarches,lesmarches,Les-Marches
valmeinier,valmeinier,valmeinier,valmeinier,Valmeinier
le chatelard,le chatelard,lechatelard,lechatelard,Le-Chatelard
cesarches,cesarches,cesarches,cesarches,Cesarches
montendry,montendry,montendry,montendry,Montendry
fontcouverte la toussuire,fontcouverte la toussuire,fontcouvertelatoussuire,fontcouvertelatoussuire,Fontcouverte-La-Toussuire
verel de montbel,verel de montbel,vereldemontbel,vereldemontbel,Verel-De-Montbel
tignes,tignes,tignes,tignes,Tignes
chateauneuf,chateauneuf,chateauneuf,chateauneuf,Chateauneuf
cruet,cruet,cruet,cruet,Cruet
andilly,andilly,andilly,andilly,Andilly
minzier,minzier,minzier,minzier,Minzier
saint paul en chablais,st paul en chablais,saintpaulenchablais,stpaulenchablais,Saint-Paul-En-Chablais
hauteville sur fier,hauteville sur fier,hautevillesurfier,hautevillesurfier,Hauteville-Sur-Fier
vanzy,vanzy,vanzy,vanzy,Vanzy
chevrier,chevrier,chevrier,chevrier,Chevrier
la roche sur foron,la roche sur foron,larochesurforon,larochesurforon,La-Roche-Sur-Foron
thorens glieres,thorens glieres,thorensglieres,thorensglieres,Thorens-Glieres
la muraz,la muraz,lamuraz,lamuraz,La-Muraz
magland,magland,magland,magland,Magland
dingy en vuache,dingy en vuache,dingyenvuache,dingyenvuache,Dingy-En-Vuache
le reposoir,le reposoir,lereposoir,lereposoir,Le-Reposoir
faucigny,faucigny,faucigny,faucigny,Faucigny
les contamines montjoie,les contamines montjoie,lescontaminesmontjoie,lescontaminesmontjoie,Les-Contamines-Montjoie
bassy,bassy,bassy,bassy,Bassy
epagny,epagny,epagny,epagny,Epagny
mures,mures,mures,mures,Mures
saxel,saxel,saxel,saxel,Saxel
metz tessy,metz tessy,metztessy,metztessy,Metz-Tessy
saint gingolph,st gingolph,saintgingolph,stgingolph,Saint-Gingolph
cervens,cervens,cervens,cervens,Cervens
machilly,machilly,machilly,machilly,Machilly
serraval,serraval,serraval,serraval,Serraval
seynod,seynod,seynod,seynod,Seynod
crempigny bonneguete,crempigny bonneguete,crempignybonneguete,crempignybonneguete,Crempigny-Bonneguete
la balme de thuy,la balme de thuy,labalmedethuy,labalmedethuy,La-Balme-De-Thuy
les gets,les gets,lesgets,lesgets,Les-Gets
annecy,annecy,annecy,annecy,Annecy
abondance,abondance,abondance,abondance,Abondance
sillingy,sillingy,sillingy,sillingy,Sillingy
montriond,montriond,montriond,montriond,Montriond
montagny les lanches,montagny les lanches,montagnyleslanches,montagnyleslanches,Montagny-Les-Lanches
jonzier epagny,jonzier epagny,jonzierepagny,jonzierepagny,Jonzier-Epagny
chapeiry,chapeiry,chapeiry,chapeiry,Chapeiry
viuz en sallaz,viuz en sallaz,viuzensallaz,viuzensallaz,Viuz-En-Sallaz
bloye,bloye,bloye,bloye,Bloye
beaumont,beaumont,beaumont,beaumont,Beaumont
marlens,marlens,marlens,marlens,Marlens
taninges,taninges,taninges,taninges,Taninges
megeve,megeve,megeve,megeve,Megeve
loisin,loisin,loisin,loisin,Loisin
excenevex,excenevex,excenevex,excenevex,Excenevex
menthon saint bernard,menthon saint bernard,menthonsaintbernard,menthonsaintbernard,Menthon-Saint-Bernard
marin,marin,marin,marin,Marin
combloux,combloux,combloux,combloux,Combloux
lucinges,lucinges,lucinges,lucinges,Lucinges
le petit bornand les glieres,le petit bornand les glieres,lepetitbornandlesglieres,lepetitbornandlesglieres,Le-Petit-Bornand-Les-Glieres
manigod,manigod,manigod,manigod,Manigod
chavannaz,chavannaz,chavannaz,chavannaz,Chavannaz
vers,vers,vers,vers,Vers
valleiry,valleiry,valleiry,valleiry,Valleiry
duingt,duingt,duingt,duingt,Duingt
marnaz,marnaz,marnaz,marnaz,Marnaz
sciez,sciez,sciez,sciez,Sciez
franclens,franclens,franclens,franclens,Franclens
cornier,cornier,cornier,cornier,Cornier
groisy,groisy,groisy,groisy,Groisy
feigeres,feigeres,feigeres,feigeres,Feigeres
araches la frasse,araches la frasse,aracheslafrasse,aracheslafrasse,Araches-La-Frasse
vulbens,vulbens,vulbens,vulbens,Vulbens
lullin,lullin,lullin,lullin,Lullin
eloise,eloise,eloise,eloise,Eloise
marcellaz albanais,marcellaz albanais,marcellazalbanais,marcellazalbanais,Marcellaz-Albanais
thyez,thyez,thyez,thyez,Thyez
morzine,morzine,morzine,morzine,Morzine
marlioz,marlioz,marlioz,marlioz,Marlioz
versonnex,versonnex,versonnex,versonnex,Versonnex
vallorcine,vallorcine,vallorcine,vallorcine,Vallorcine
etaux,etaux,etaux,etaux,Etaux
clarafond arcine,clarafond arcine,clarafondarcine,clarafondarcine,Clarafond-Arcine
mesigny,mesigny,mesigny,mesigny,Mesigny
menthonnex en bornes,menthonnex en bornes,menthonnexenbornes,menthonnexenbornes,Menthonnex-En-Bornes
villy le pelloux,villy le pelloux,villylepelloux,villylepelloux,Villy-Le-Pelloux
evian les bains,evian les bains,evianlesbains,evianlesbains,Evian-Les-Bains
la clusaz,la clusaz,laclusaz,laclusaz,La-Clusaz
draillant,draillant,draillant,draillant,Draillant
menthonnex sous clermont,menthonnex sous clermont,menthonnexsousclermont,menthonnexsousclermont,Menthonnex-Sous-Clermont
choisy,choisy,choisy,choisy,Choisy
maxilly sur leman,maxilly sur leman,maxillysurleman,maxillysurleman,Maxilly-Sur-Leman
bons en chablais,bons en chablais,bonsenchablais,bonsenchablais,Bons-En-Chablais
leschaux,leschaux,leschaux,leschaux,Leschaux
musieges,musieges,musieges,musieges,Musieges
cusy,cusy,cusy,cusy,Cusy
meythet,meythet,meythet,meythet,Meythet
alex,alex,alex,alex,Alex
essert romand,essert romand,essertromand,essertromand,Essert-Romand
thones,thones,thones,thones,Thones
thollon les memises,thollon les memises,thollonlesmemises,thollonlesmemises,Thollon-Les-Memises
le bouchet,le bouchet,lebouchet,lebouchet,Le-Bouchet
saint jean d aulps,st jean d aulps,saintjeandaulps,stjeandaulps,Saint-Jean-D-Aulps
les ollieres,les ollieres,lesollieres,lesollieres,Les-Ollieres
chene en semine,chene en semine,cheneensemine,cheneensemine,Chene-En-Semine
vallieres,vallieres,vallieres,vallieres,Vallieres
